일자,Hour,1005004000_velocity,1050003300_velocity,1050020400_velocity,1070000200_velocity,1070000500_velocity,1070001600_velocity,D-08 유입_traffic,D-08 유출_traffic,F-03 유입_traffic,F-04 유출_traffic,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
20230514,20,33.49,78.08,23.57,70.33,65.0,64.58,1751.0,1416.0,3171.0,2581.0,18.8,,2.0,53.0,
20230514,21,34.52,74.92,21.64,68.92,64.08,70.75,1622.0,1410.0,3364.0,2781.0,17.7,,1.0,55.0,
20230514,22,34.13,79.5,21.09,67.58,60.75,67.33,1544.0,1134.0,3283.0,2397.0,16.6,,1.4,59.0,
20230514,23,34.55,79.33,21.33,71.08,63.5,69.92,1103.0,988.0,2208.0,1871.0,15.7,,2.1,64.0,
20230514,24,35.08,80.58,22.28,71.92,65.5,83.25,835.0,1039.0,1815.0,1694.0,16.1,,1.0,60.0,
20230515,1,36.67,83.08,18.61,75.67,66.83,87.83,407.0,559.0,921.0,931.0,14.8,,1.0,68.0,
20230515,2,37.93,78.5,18.53,78.25,65.25,94.17,374.0,477.0,681.0,730.0,14.3,,1.4,71.0,
20230515,3,35.1,86.67,20.14,76.08,66.0,96.75,431.0,449.0,652.0,691.0,13.6,,2.2,73.0,
20230515,4,38.22,81.42,27.56,78.08,67.33,94.25,725.0,767.0,1066.0,1223.0,13.3,,1.5,76.0,
20230515,5,41.92,79.33,25.75,75.67,66.17,91.92,1411.0,1355.0,2791.0,2662.0,13.0,,1.9,77.0,
20230515,6,38.2,84.08,25.0,75.58,66.33,78.0,1901.0,1172.0,3924.0,2895.0,13.0,,2.0,77.0,
20230515,7,32.45,82.25,25.14,76.83,68.33,70.25,1583.0,1381.0,3904.0,2904.0,13.9,,1.9,75.0,
20230515,8,28.97,84.33,23.84,77.83,69.92,73.33,1851.0,1585.0,3675.0,2654.0,16.8,,1.3,65.0,
20230515,9,22.89,82.58,24.64,76.58,70.83,66.5,1901.0,1523.0,3623.0,2614.0,19.0,,2.0,56.0,
20230515,10,18.27,82.08,24.51,75.08,71.25,75.67,1938.0,1640.0,3647.0,2835.0,21.5,,1.4,49.0,
20230515,11,21.9,76.75,22.42,67.08,68.33,59.83,1932.0,1512.0,3516.0,2860.0,23.4,,1.7,45.0,
20230515,12,33.0,79.0,21.73,55.33,62.92,58.5,1860.0,1396.0,3621.0,2897.0,25.1,,2.5,38.0,
20230515,13,29.85,80.17,21.65,50.17,63.0,53.5,2013.0,1535.0,3420.0,2892.0,26.7,,3.5,33.0,
20230515,14,30.74,79.08,20.0,69.42,65.92,64.08,1942.0,1584.0,3508.0,2926.0,27.6,,2.1,34.0,
20230515,15,28.36,77.33,20.84,47.92,62.83,55.58,1931.0,1490.0,3499.0,2870.0,27.1,,3.4,33.0,
20230515,16,29.37,76.08,19.39,36.0,64.67,51.58,1934.0,1558.0,3562.0,2960.0,27.8,,3.0,38.0,
20230515,17,25.09,58.33,19.32,36.75,61.5,54.75,1813.0,1608.0,3630.0,3058.0,27.4,,3.6,37.0,
20230515,18,18.96,13.5,21.62,18.0,34.0,53.5,2010.0,1687.0,3683.0,3110.0,26.1,,4.5,41.0,
20230515,19,23.09,43.5,16.99,17.92,31.17,54.75,1923.0,1576.0,3626.0,2955.0,23.6,,3.5,51.0,
20230515,20,27.88,72.33,21.69,23.08,63.58,51.33,1725.0,1489.0,3191.0,2826.0,22.1,,2.7,53.0,
20230515,21,31.82,77.0,25.96,63.5,64.42,66.0,1747.0,1445.0,3188.0,2728.0,21.1,,1.9,56.0,
20230515,22,31.09,77.67,23.49,68.25,63.08,69.08,1407.0,1318.0,2956.0,2537.0,20.3,,2.2,58.0,
20230515,23,31.41,80.58,21.21,68.25,63.67,72.58,1006.0,1096.0,2155.0,1878.0,20.1,,1.3,60.0,
20230515,24,34.51,81.83,19.97,74.33,67.17,83.33,707.0,786.0,1369.0,1345.0,15.2,,2.1,66.0,
20230516,1,34.37,85.5,19.95,76.5,68.42,89.92,476.0,692.0,1041.0,1011.0,19.4,,3.1,64.0,
20230516,2,39.34,83.83,18.59,78.08,68.33,94.83,420.0,573.0,767.0,805.0,18.9,,2.5,65.0,
20230516,3,39.35,81.42,19.45,77.33,67.17,95.83,387.0,546.0,679.0,791.0,18.7,,1.0,67.0,
20230516,4,35.97,85.17,22.23,76.5,67.5,98.25,680.0,737.0,1042.0,1145.0,18.0,,0.8,71.0,
20230516,5,42.41,82.83,26.13,77.5,67.58,93.08,1313.0,1352.0,2600.0,2514.0,17.4,,1.7,74.0,
20230516,6,41.46,83.42,25.07,75.75,68.83,77.67,2012.0,1140.0,3825.0,2852.0,17.3,,1.4,74.0,
20230516,7,37.47,85.0,24.34,69.08,68.83,61.92,2022.0,1261.0,3712.0,2776.0,17.7,,1.8,76.0,
20230516,8,27.88,85.67,25.18,66.08,70.0,60.42,2084.0,1619.0,3069.0,2586.0,20.4,,1.5,69.0,
20230516,9,23.44,82.67,21.41,79.67,72.17,77.42,1923.0,1344.0,3773.0,2532.0,22.8,,3.2,59.0,
20230516,10,18.74,83.0,22.57,38.75,69.25,46.83,1764.0,1596.0,3633.0,2864.0,24.9,,2.0,54.0,
20230516,11,22.07,80.08,26.02,58.83,67.25,54.42,1859.0,1599.0,3549.0,2929.0,26.7,,2.1,49.0,
20230516,12,29.75,77.92,21.4,57.25,64.58,52.75,1855.0,1665.0,3315.0,2854.0,28.0,,3.5,44.0,
20230516,13,28.14,79.75,19.75,67.25,66.33,53.58,1994.0,1749.0,3484.0,2892.0,29.1,,2.4,42.0,
20230516,14,30.05,75.58,17.75,69.17,67.0,54.83,1880.0,1620.0,3463.0,2837.0,30.6,,3.7,39.0,
20230516,15,31.23,76.42,21.85,59.58,66.08,54.92,1863.0,1548.0,3509.0,2877.0,30.7,,4.2,36.0,
20230516,16,32.89,76.17,22.79,34.83,64.08,55.83,1982.0,1492.0,3555.0,2972.0,30.0,,4.3,37.0,
20230516,17,29.97,53.92,20.98,29.75,64.5,54.83,1900.0,1523.0,3635.0,3062.0,29.6,,3.1,37.0,
20230516,18,19.78,16.42,15.24,26.75,56.17,52.75,1809.0,1682.0,3667.0,3046.0,28.8,,2.3,37.0,
20230516,19,15.31,7.58,17.07,17.92,37.25,51.08,1943.0,1539.0,3624.0,2938.0,27.5,,2.3,46.0,
20230516,20,18.9,16.67,25.47,24.5,59.25,52.92,1821.0,1487.0,3324.0,2878.0,25.6,,2.8,48.0,
20230516,21,27.27,72.75,22.67,65.08,63.67,58.25,1790.0,1511.0,3412.0,2875.0,24.1,,3.1,47.0,
20230516,22,30.19,78.17,25.47,69.0,64.42,56.67,1449.0,1472.0,3149.0,2881.0,22.9,,2.6,44.0,
20230516,23,32.87,80.58,25.53,67.58,58.75,57.75,1168.0,1144.0,2312.0,1987.0,22.0,,3.2,48.0,
20230516,24,31.16,84.0,21.97,72.92,66.75,81.92,673.0,902.0,1358.0,1412.0,19.8,,2.3,63.0,
20230517,1,31.79,81.75,18.69,74.67,66.75,89.25,508.0,765.0,1073.0,1138.0,20.7,,1.6,55.0,
20230517,2,36.18,82.67,20.37,77.83,69.25,93.17,454.0,606.0,837.0,910.0,20.0,,2.2,57.0,
20230517,3,36.57,83.0,20.57,76.83,68.92,95.17,402.0,551.0,721.0,792.0,19.4,,2.2,66.0,
20230517,4,36.91,81.5,21.84,77.08,67.5,95.58,718.0,791.0,1122.0,1231.0,18.9,,2.3,76.0,
20230517,5,39.13,81.92,23.31,73.25,67.25,89.0,1271.0,1366.0,2588.0,2536.0,18.8,,0.6,76.0,
20230517,6,37.65,85.92,22.82,74.67,65.42,76.83,1950.0,1181.0,3835.0,2904.0,19.6,,1.1,80.0,
20230517,7,35.71,84.17,24.34,62.5,67.5,62.92,2087.0,1331.0,3875.0,2913.0,20.0,,2.1,75.0,
20230517,8,28.74,83.75,26.25,76.75,69.67,73.58,2051.0,1562.0,3759.0,2900.0,21.9,,1.8,73.0,
20230517,9,24.7,83.0,26.19,75.58,71.42,72.25,1902.0,1507.0,3596.0,2706.0,23.9,,1.7,64.0,
20230517,10,23.2,81.58,25.28,74.58,70.17,70.67,1791.0,1638.0,3627.0,2878.0,25.2,,4.0,54.0,
20230517,11,26.52,79.5,23.66,62.08,67.42,53.92,1859.0,1632.0,3590.0,2903.0,26.7,,4.5,47.0,
20230517,12,26.83,77.17,24.43,58.42,65.25,50.92,1874.0,1654.0,3518.0,2884.0,27.9,,4.9,35.0,
20230517,13,29.15,80.5,23.89,61.83,65.75,53.83,1931.0,1661.0,3476.0,2933.0,28.3,,5.8,38.0,
20230517,14,29.1,77.67,23.2,69.33,66.25,58.0,1952.0,1615.0,3443.0,2869.0,28.1,,6.0,34.0,
20230517,15,29.47,77.08,21.5,52.5,65.58,53.0,1896.0,1570.0,3454.0,2778.0,27.9,,6.4,40.0,
20230517,16,24.86,75.17,19.26,35.92,64.67,58.33,1808.0,1417.0,3553.0,2992.0,27.6,,4.8,45.0,
20230517,17,24.28,40.5,17.01,23.92,59.42,54.17,1714.0,1566.0,3641.0,3078.0,26.3,,5.1,55.0,
20230517,18,19.51,12.0,14.61,19.25,36.83,55.58,1882.0,1681.0,3581.0,3082.0,25.3,,4.7,65.0,
20230517,19,24.84,14.5,20.65,17.5,27.33,55.58,1911.0,1593.0,3551.0,2898.0,24.1,,4.2,66.0,
20230517,20,28.59,36.33,18.71,26.58,61.67,51.33,1784.0,1543.0,3508.0,2900.0,23.0,,4.1,75.0,
20230517,21,29.46,77.25,20.51,56.5,59.33,44.33,1744.0,1516.0,3279.0,2843.0,22.7,,3.4,77.0,
20230517,22,29.14,76.5,24.35,69.17,62.17,63.5,1456.0,1568.0,3071.0,2766.0,22.3,,3.8,80.0,
20230517,23,30.29,80.42,20.91,71.33,62.0,61.0,1175.0,1123.0,2320.0,1964.0,21.8,,2.8,81.0,
20230517,24,30.76,82.08,22.19,74.33,67.75,83.5,742.0,978.0,1619.0,1540.0,21.3,,2.6,51.0,
20230518,1,32.69,82.75,17.67,76.5,66.83,88.0,566.0,742.0,1097.0,1146.0,21.0,,1.2,83.0,
20230518,2,34.92,82.42,15.74,77.92,64.83,95.42,507.0,649.0,860.0,897.0,20.6,,1.5,86.0,
20230518,3,37.3,82.75,19.05,78.08,67.58,96.83,406.0,576.0,762.0,822.0,20.3,,1.4,86.0,
20230518,4,37.54,83.25,23.54,76.92,66.25,97.42,708.0,773.0,1097.0,1200.0,19.9,,1.5,87.0,
20230518,5,37.78,81.42,20.71,77.33,67.0,90.92,1302.0,1380.0,2642.0,2570.0,19.7,,2.6,90.0,
20230518,6,38.61,84.67,21.99,75.42,66.67,75.33,1950.0,1172.0,3850.0,2887.0,19.2,,1.7,90.0,
20230518,7,33.79,84.75,22.99,60.08,66.75,57.92,1139.0,1327.0,3858.0,2884.0,19.7,,2.1,87.0,
20230518,8,22.73,77.67,24.6,73.33,68.33,71.42,1558.0,1600.0,3775.0,2731.0,20.3,,2.3,82.0,
20230518,9,11.88,81.08,22.6,74.0,69.08,69.0,1714.0,1585.0,3574.0,2812.0,21.5,,2.4,78.0,
20230518,10,18.59,78.42,23.34,71.42,68.0,67.75,1794.0,1659.0,3574.0,2845.0,23.1,,2.4,68.0,
20230518,11,17.65,76.25,23.44,69.0,66.33,57.33,1952.0,1749.0,3573.0,2872.0,24.0,,2.8,64.0,
20230518,12,25.65,75.42,22.54,68.0,65.92,60.5,1807.0,1554.0,3500.0,2961.0,25.5,,2.4,60.0,
20230518,13,25.77,77.75,23.24,52.75,64.0,49.33,1796.0,1596.0,3268.0,2854.0,27.2,,2.7,53.0,
20230518,14,28.23,77.08,24.61,59.92,65.25,49.83,1841.0,1524.0,3295.0,2765.0,26.4,,2.4,57.0,
20230518,15,29.87,74.17,22.27,51.0,66.17,49.42,1947.0,1568.0,3317.0,2906.0,21.4,1.3,2.3,75.0,
20230518,16,25.39,62.25,18.17,32.0,63.83,51.5,1809.0,1661.0,3326.0,2989.0,22.1,,0.9,68.0,
20230518,17,23.29,34.25,21.92,56.58,66.83,52.33,947.0,1467.0,3332.0,3041.0,22.2,,1.0,60.0,
20230518,18,8.93,8.58,14.31,39.42,67.42,53.92,1593.0,1698.0,3451.0,3072.0,22.5,,1.2,57.0,
20230518,19,13.74,10.08,19.34,17.92,36.75,53.58,1936.0,1578.0,3641.0,2883.0,22.1,,2.7,67.0,
20230518,20,22.48,56.25,21.11,17.92,35.92,50.42,1744.0,1537.0,3411.0,2985.0,21.3,,2.6,69.0,
20230518,21,31.98,74.92,20.77,44.5,62.17,45.42,1769.0,1529.0,3413.0,2851.0,20.6,,2.7,73.0,
20230518,22,32.2,75.75,22.3,60.83,59.67,45.33,1591.0,1474.0,3180.0,2803.0,20.1,,3.1,73.0,
20230518,23,30.53,77.58,23.1,69.67,63.25,57.58,1195.0,1175.0,2462.0,2180.0,19.6,,2.5,76.0,
20230518,24,32.07,82.33,23.36,73.33,66.33,80.42,771.0,885.0,1635.0,1557.0,21.4,,2.3,82.0,
20230519,1,33.69,84.58,18.7,76.67,67.58,88.92,527.0,818.0,1164.0,1206.0,18.3,,2.1,80.0,
20230519,2,39.48,83.75,16.46,76.33,67.17,90.67,460.0,654.0,946.0,973.0,18.3,,3.0,78.0,
20230519,3,39.09,83.33,20.01,78.75,68.33,93.92,460.0,580.0,810.0,845.0,17.7,,2.3,81.0,
20230519,4,39.63,83.33,16.89,71.83,67.33,94.25,758.0,819.0,1177.0,1304.0,17.3,,2.4,79.0,
20230519,5,38.68,76.58,17.23,76.58,66.58,90.67,1306.0,1402.0,2651.0,2527.0,17.0,,2.4,80.0,
20230519,6,38.17,85.5,26.61,75.33,66.92,75.5,2002.0,1143.0,3842.0,2926.0,16.7,,1.7,80.0,
20230519,7,35.35,82.42,27.59,59.92,67.67,54.75,1896.0,1350.0,3892.0,2921.0,17.6,,2.1,76.0,
20230519,8,31.9,82.75,25.88,75.92,71.5,73.58,2023.0,1526.0,3699.0,2733.0,19.9,,2.5,69.0,
20230519,9,22.61,83.67,25.73,77.83,70.17,75.33,1868.0,1479.0,3744.0,2881.0,21.7,,2.6,64.0,
20230519,10,21.97,78.92,23.6,50.25,65.33,60.75,1799.0,1451.0,3623.0,2691.0,23.4,,3.6,57.0,
20230519,11,23.08,77.92,21.36,43.0,67.0,42.5,1884.0,1577.0,3552.0,2886.0,24.8,,3.6,52.0,
20230519,12,26.21,77.08,18.37,54.75,66.58,53.0,1857.0,1572.0,3548.0,2890.0,25.6,,2.7,49.0,
20230519,13,31.71,76.33,23.37,57.08,64.58,52.42,1917.0,1399.0,3492.0,2849.0,26.4,,3.1,48.0,
20230519,14,29.13,78.08,22.47,31.83,64.25,56.83,1925.0,1366.0,3472.0,2846.0,27.4,,2.6,45.0,
20230519,15,28.92,75.75,18.85,41.33,59.08,58.75,1990.0,1530.0,3536.0,2974.0,27.0,,2.8,43.0,
20230519,16,25.05,66.92,21.01,20.67,58.58,54.67,1955.0,1408.0,3402.0,2958.0,27.1,,2.2,43.0,
20230519,17,22.22,23.42,17.35,23.42,57.83,49.0,1811.0,1628.0,3598.0,2903.0,26.8,,1.8,45.0,
20230519,18,14.34,11.5,17.63,16.83,38.08,41.42,2000.0,1720.0,3568.0,3061.0,25.6,,2.9,50.0,
20230519,19,20.64,19.5,16.27,16.58,25.17,50.83,1869.0,1643.0,3508.0,2914.0,25.1,,2.0,52.0,
20230519,20,30.76,73.08,22.28,17.58,27.33,51.58,1660.0,1516.0,3567.0,2887.0,24.3,,2.4,56.0,
20230519,21,30.28,77.0,22.2,19.25,42.0,44.58,1704.0,1437.0,3473.0,2873.0,23.3,,1.7,60.0,
20230519,22,30.28,75.83,20.51,34.25,57.75,44.25,1646.0,1439.0,3506.0,2825.0,22.5,,0.6,60.0,
20230519,23,29.64,76.25,20.78,42.5,55.75,42.42,1247.0,1395.0,3037.0,2651.0,22.1,,1.6,61.0,
20230519,24,31.4,80.92,20.24,70.0,61.25,65.83,827.0,995.0,1625.0,1607.0,18.8,,2.3,79.0,
20230520,1,35.55,81.5,18.98,74.83,65.75,84.5,668.0,929.0,1577.0,1532.0,20.2,,2.2,65.0,
20230520,2,37.68,83.08,17.74,76.67,68.0,88.08,521.0,784.0,1154.0,1229.0,19.4,,1.7,68.0,
20230520,3,38.41,85.67,18.08,76.08,67.5,93.5,513.0,615.0,992.0,1065.0,18.7,,2.0,70.0,
20230520,4,39.51,79.17,17.07,77.42,67.67,95.5,655.0,799.0,1310.0,1376.0,18.3,,2.0,74.0,
20230520,5,39.4,80.42,22.55,76.75,67.17,89.08,1196.0,1381.0,2750.0,2695.0,17.9,,2.0,72.0,
20230520,6,35.19,85.83,21.52,70.75,65.25,71.42,1499.0,1193.0,3304.0,2937.0,17.7,,1.8,75.0,
20230520,7,37.16,83.0,26.44,52.92,65.67,59.75,1751.0,1240.0,3400.0,2880.0,18.5,,1.8,76.0,
20230520,8,37.73,81.08,26.08,61.83,64.33,63.33,2019.0,1295.0,3478.0,2908.0,20.1,,1.4,70.0,
20230520,9,30.6,81.83,27.09,61.17,66.83,57.92,1972.0,1425.0,3621.0,2815.0,22.2,,2.2,65.0,
20230520,10,28.36,82.0,24.16,53.42,68.33,56.5,1624.0,1510.0,3559.0,2730.0,24.0,,2.4,61.0,
20230520,11,25.39,77.83,23.64,49.83,67.08,42.67,1541.0,1513.0,3513.0,2701.0,25.5,,2.6,56.0,
20230520,12,25.55,76.33,23.64,28.42,65.0,42.58,1856.0,1820.0,3437.0,2761.0,26.7,,3.1,54.0,
20230520,13,25.62,77.83,20.71,71.58,66.17,56.92,1344.0,1750.0,3156.0,2686.0,26.2,,4.6,51.0,
20230520,14,29.82,63.92,19.66,63.67,67.58,52.67,1236.0,1664.0,3240.0,2775.0,26.1,,4.8,53.0,
20230520,15,7.77,40.25,19.46,66.42,65.92,62.75,1621.0,1712.0,3403.0,2895.0,25.9,,5.1,52.0,
20230520,16,10.92,37.5,19.16,61.42,65.83,52.17,1432.0,1567.0,3459.0,2839.0,24.9,,6.4,54.0,
20230520,17,18.45,29.17,20.07,26.33,60.75,53.42,1220.0,1563.0,3171.0,2766.0,23.9,,4.8,53.0,
20230520,18,15.23,20.67,17.05,38.25,66.75,45.5,1101.0,1721.0,3205.0,2717.0,22.8,,4.6,56.0,
20230520,19,15.59,23.5,22.48,69.58,65.92,60.67,1771.0,1460.0,3453.0,2717.0,21.6,,4.2,64.0,
20230520,20,24.88,73.25,24.3,47.83,61.17,46.5,1790.0,1440.0,3255.0,2733.0,20.1,,4.0,70.0,
20230520,21,28.31,74.75,19.73,66.5,59.42,51.33,1682.0,1460.0,3422.0,2710.0,18.5,,2.5,78.0,
20230520,22,28.2,76.92,22.95,61.33,56.75,40.58,1506.0,1440.0,3425.0,2711.0,17.8,,2.7,80.0,
20230520,23,31.1,76.75,22.46,69.67,59.42,65.58,1182.0,1236.0,2642.0,2328.0,16.8,,2.7,85.0,
20230520,24,33.17,79.92,20.61,72.42,63.17,71.42,912.0,1155.0,1993.0,1878.0,21.1,,2.5,64.0,
20230521,1,34.62,84.33,17.25,74.92,64.5,83.0,675.0,784.0,1358.0,1312.0,16.9,,2.7,85.0,
20230521,2,35.22,81.75,16.35,77.33,69.0,92.75,474.0,654.0,1060.0,979.0,16.9,,3.1,85.0,
20230521,3,34.02,77.83,17.39,75.08,62.83,92.83,390.0,499.0,877.0,815.0,16.0,0.0,3.6,92.0,
20230521,4,34.07,74.0,17.09,64.33,52.5,94.67,397.0,531.0,977.0,939.0,15.6,0.0,2.5,94.0,
20230521,5,37.51,75.08,18.48,71.83,55.33,93.67,546.0,797.0,1538.0,1657.0,15.5,0.0,3.0,93.0,
20230521,6,38.11,83.33,21.52,76.0,65.33,89.67,951.0,898.0,2065.0,1969.0,15.4,0.0,3.5,94.0,
20230521,7,40.86,83.25,21.39,76.42,67.33,86.0,1333.0,1074.0,2584.0,2258.0,15.4,0.0,2.0,96.0,
20230521,8,39.58,77.92,22.66,74.33,66.83,78.75,1774.0,1330.0,3073.0,2820.0,15.7,0.2,2.4,93.0,
20230521,9,36.46,83.0,25.45,74.25,66.17,71.83,1896.0,1418.0,3474.0,2974.0,16.3,0.0,3.0,90.0,
20230521,10,33.76,81.83,23.2,54.25,64.92,54.08,2031.0,1486.0,3601.0,2953.0,17.8,,3.2,81.0,
20230521,11,32.44,79.25,25.32,47.17,64.92,53.17,1808.0,1561.0,3574.0,2809.0,19.2,,3.6,69.0,
20230521,12,32.84,79.83,24.99,68.83,67.67,50.33,1899.0,1676.0,3461.0,2903.0,20.2,,3.1,60.0,
20230521,13,32.85,78.25,23.13,68.75,64.25,56.0,1994.0,1509.0,3507.0,2892.0,21.1,,4.0,57.0,
20230521,14,35.47,79.08,22.72,53.83,64.33,48.92,1925.0,1439.0,3444.0,2863.0,21.2,,3.6,50.0,
20230521,15,32.4,78.17,23.9,45.75,62.83,49.17,1988.0,1450.0,3399.0,2870.0,21.2,,4.2,49.0,
20230521,16,27.76,78.92,24.84,52.25,61.75,51.17,1880.0,1509.0,3300.0,2840.0,21.6,,3.9,48.0,
20230521,17,28.98,78.25,22.53,43.0,60.92,52.5,2031.0,1669.0,3421.0,2833.0,20.8,,3.4,56.0,
20230521,18,31.85,78.83,20.58,53.08,64.92,48.42,1808.0,1488.0,3333.0,2752.0,19.3,,2.8,60.0,
20230521,19,28.1,79.92,21.95,48.25,64.67,49.83,1763.0,1391.0,3358.0,2684.0,18.5,,3.0,66.0,
20230521,20,30.78,77.75,21.26,62.25,63.92,46.5,1680.0,1505.0,3333.0,2731.0,17.8,,2.4,70.0,
20230521,21,32.26,76.67,19.82,68.33,61.75,57.08,1784.0,1335.0,3377.0,2769.0,17.4,,1.9,73.0,
20230521,22,30.3,78.75,23.27,67.67,62.83,61.58,1515.0,1276.0,3104.0,2488.0,17.1,,1.6,73.0,
20230521,23,33.53,81.67,23.13,69.58,61.75,72.08,1088.0,896.0,2111.0,1793.0,16.8,,1.4,75.0,
20230521,24,32.87,81.08,22.93,74.58,66.92,84.83,880.0,1080.0,1982.0,1900.0,16.7,,3.6,85.0,
20230522,1,35.99,80.0,20.26,77.0,67.17,90.33,448.0,586.0,835.0,894.0,16.6,,1.7,78.0,
20230522,2,37.64,83.25,18.22,77.0,67.0,97.33,381.0,524.0,646.0,732.0,16.5,,1.6,79.0,
20230522,3,40.79,85.75,20.32,76.67,66.42,97.58,392.0,434.0,622.0,707.0,16.2,,1.1,79.0,
20230522,4,40.96,86.5,27.69,76.08,68.08,95.58,671.0,752.0,1069.0,1212.0,16.0,,0.9,79.0,
20230522,5,40.22,80.92,26.32,77.08,67.5,90.67,1338.0,1330.0,2865.0,2736.0,15.9,,1.4,79.0,
20230522,6,35.11,83.0,24.15,74.42,65.92,77.0,1992.0,1168.0,3816.0,2776.0,16.0,,1.4,79.0,
20230522,7,30.53,85.33,26.84,74.33,67.25,76.17,1281.0,1389.0,3827.0,2921.0,16.2,,1.0,78.0,
20230522,8,24.84,83.75,22.54,73.92,69.83,69.92,2066.0,1571.0,3641.0,2674.0,17.0,,1.1,75.0,
20230522,9,26.23,83.33,24.52,74.5,70.67,75.83,2043.0,1489.0,3645.0,2732.0,18.1,,1.5,71.0,
20230522,10,24.77,83.25,25.96,73.5,68.75,74.0,1879.0,1564.0,3539.0,2771.0,19.8,,1.7,61.0,
20230522,11,23.66,80.0,23.0,52.58,65.67,52.25,1927.0,1561.0,3648.0,2928.0,22.0,,2.9,53.0,
20230522,12,29.09,78.17,22.08,50.83,64.08,54.33,1825.0,1560.0,3521.0,2965.0,23.5,,2.4,46.0,
20230522,13,28.78,77.17,25.21,54.83,64.0,52.83,1975.0,1612.0,3521.0,2938.0,24.0,,2.2,41.0,
20230522,14,23.65,79.0,20.88,66.42,63.58,57.67,1866.0,1479.0,3588.0,2894.0,25.3,,1.7,36.0,
20230522,15,30.3,79.58,19.52,42.67,62.75,54.75,1778.0,1514.0,3496.0,2872.0,25.9,,2.5,34.0,
20230522,16,25.85,75.67,21.11,43.67,63.5,47.75,1836.0,1583.0,3554.0,3019.0,26.5,,2.4,33.0,
20230522,17,29.86,73.92,16.22,19.0,54.17,55.42,1754.0,1678.0,3693.0,3019.0,26.2,,2.7,34.0,
20230522,18,25.5,44.92,17.76,22.67,65.75,50.67,2056.0,1640.0,3744.0,3098.0,24.1,,3.1,51.0,
20230522,19,26.62,74.17,19.17,17.92,41.33,55.58,1829.0,1506.0,3617.0,2729.0,22.7,,3.5,52.0,
20230522,20,30.84,73.83,20.33,16.92,32.83,48.08,1753.0,1429.0,3280.0,2972.0,21.2,0.0,3.1,59.0,
20230522,21,31.27,75.75,25.8,41.75,54.25,48.5,1623.0,1452.0,3275.0,2725.0,20.1,0.0,2.9,63.0,
20230522,22,32.2,78.67,24.41,69.25,63.33,69.42,1431.0,1379.0,2887.0,2557.0,19.4,,2.2,65.0,
20230522,23,33.33,81.75,26.27,71.33,63.83,71.92,1040.0,1083.0,2147.0,1958.0,18.9,,1.6,66.0,
20230522,24,34.31,80.5,27.53,74.5,66.67,81.67,715.0,799.0,1291.0,1250.0,16.7,,1.1,74.0,
20230523,1,33.45,81.5,18.61,76.75,66.75,89.58,479.0,684.0,950.0,1043.0,17.7,,2.0,59.0,
20230523,2,37.26,83.75,18.91,78.0,67.25,94.75,373.0,565.0,752.0,822.0,16.8,,2.4,55.0,
20230523,3,40.18,82.0,17.29,78.5,67.67,93.58,416.0,562.0,734.0,827.0,16.0,,1.4,56.0,
20230523,4,36.48,82.17,17.7,75.42,66.92,94.67,673.0,739.0,1041.0,1185.0,15.3,,1.5,57.0,
20230523,5,34.64,81.5,27.45,77.75,65.75,92.42,1379.0,1449.0,2705.0,2597.0,14.5,,1.6,62.0,
20230523,6,36.52,85.25,24.0,74.08,68.25,73.92,1939.0,1179.0,3774.0,2816.0,14.2,,1.5,67.0,
20230523,7,33.12,83.0,21.44,73.42,69.0,67.75,1845.0,1351.0,3984.0,2861.0,15.1,,2.5,67.0,
20230523,8,30.13,85.08,24.0,76.0,70.08,74.17,1792.0,1541.0,3800.0,2679.0,17.7,,1.3,61.0,
20230523,9,24.51,81.42,22.3,76.92,71.33,75.92,1890.0,1399.0,3417.0,2685.0,20.1,,1.6,53.0,
20230523,10,15.11,79.33,22.7,64.17,68.08,71.0,1878.0,1585.0,3775.0,2903.0,22.0,,2.1,45.0,
20230523,11,19.4,77.0,22.99,59.92,66.83,58.17,1898.0,1660.0,3398.0,2885.0,22.7,,2.4,39.0,
20230523,12,28.59,78.83,24.17,61.5,62.92,57.83,1859.0,1633.0,3342.0,2846.0,23.9,,2.3,34.0,
20230523,13,34.02,76.58,23.47,63.42,66.17,62.67,1902.0,1677.0,3242.0,2928.0,25.1,,1.6,34.0,
20230523,14,29.45,76.17,18.74,64.58,67.75,50.42,1958.0,1760.0,3278.0,2862.0,26.1,,3.0,34.0,
20230523,15,27.86,77.92,23.08,63.42,67.17,53.5,1917.0,1735.0,3225.0,2941.0,26.0,,3.0,32.0,
20230523,16,27.23,75.42,17.39,61.42,65.08,58.0,1837.0,1586.0,3499.0,2929.0,26.5,,3.2,29.0,
20230523,17,28.52,74.5,18.76,36.0,64.08,55.58,1883.0,1487.0,3654.0,3043.0,26.8,,2.8,31.0,
20230523,18,26.49,35.67,15.44,17.92,44.67,52.67,2020.0,1657.0,3551.0,3007.0,25.2,,3.8,40.0,
20230523,19,27.01,38.67,14.88,16.92,24.83,55.5,1894.0,1584.0,3592.0,2909.0,23.4,,3.2,46.0,
20230523,20,26.73,74.92,21.66,21.42,45.67,53.25,1788.0,1428.0,3367.0,2897.0,21.5,,2.2,52.0,
20230523,21,31.15,74.83,24.94,61.42,61.5,54.5,1774.0,1555.0,3447.0,2733.0,20.4,,3.9,48.0,
